ds,y,weather
2007-12-25,34192,
2007-12-26,5521,
2007-12-27,4599,
2007-12-28,2080,
2007-12-29,5167,
2007-12-30,3406,
2007-12-31,2450,
2008-01-01,4951,
2008-01-02,2914,
2008-01-03,3841,
2008-01-04,4585,
2008-01-05,12985,
2008-01-06,18444,
2008-01-07,4134,
2008-01-08,3962,
2008-01-09,4426,
2008-01-10,4096,
2008-01-11,1566,
2008-01-12,7798,
2008-01-13,7617,
2008-01-14,3060,
2008-01-15,2528,
2008-01-16,2079,
2008-01-17,1878,
2008-01-18,2996,
2008-01-19,8454,
2008-01-20,10924,
2008-01-21,2140,
2008-01-22,2074,
2008-01-23,3274,
2008-01-24,1706,
2008-01-25,2382,
2008-01-26,9398,
2008-01-27,19074,
2008-01-28,3408,
2008-01-29,3950,
2008-01-30,2906,
2008-01-31,2370,
2008-02-01,2754,
2008-02-02,9480,
2008-02-03,12595,
2008-02-04,2876,
2008-02-05,2520,
2008-02-06,6297,
2008-02-07,10511,
2008-02-08,18505,
2008-02-09,15312,
2008-02-10,14343,
2008-02-11,2607,
2008-02-12,1232,
2008-02-13,1210,
2008-02-14,2596,
2008-02-15,2136,
2008-02-16,6080,
2008-02-17,12236,
2008-02-18,3682,
2008-02-19,4460,
2008-02-20,4520,
2008-02-21,5776,
2008-02-22,5043,
2008-02-23,8544,
2008-02-24,18222,
2008-02-25,3524,
2008-02-26,2385,
2008-02-27,5090,
2008-02-28,7710,
2008-02-29,6298,
2008-03-01,50782,
2008-03-02,8920,
2008-03-03,3704,
2008-03-04,2934,
2008-03-05,4375,
2008-03-06,2606,
2008-03-07,5094,
2008-03-08,52647,
2008-03-09,72965,
2008-03-10,5881,
2008-03-11,7359,
2008-03-12,8848,
2008-03-13,3053,
2008-03-14,8768,
2008-03-15,59350,
2008-03-16,66922,
2008-03-17,9582,
2008-03-18,10830,
2008-03-19,6960,
2008-03-20,10344,
2008-03-21,13188,
2008-03-22,80694,
2008-03-23,6782,
2008-03-24,7115,
2008-03-25,3270,
2008-03-26,6301,
2008-03-27,5556,
2008-03-28,13530,
2008-03-29,4164,
2008-03-30,41483,
2008-03-31,8944,
2008-04-01,14078,
2008-04-02,3278,
2008-04-03,15984,
2008-04-04,18584,
2008-04-05,103482,
2008-04-06,115876,
2008-04-07,19440,
2008-04-08,37085,
2008-04-09,80417,
2008-04-10,23502,
2008-04-11,33658,
2008-04-12,138922,
2008-04-13,108715,
2008-04-14,37780,
2008-04-15,48255,
2008-04-16,37286,
2008-04-17,48992,
2008-04-18,41579,
2008-04-19,100748,
2008-04-20,125791,
2008-04-21,37529,
2008-04-22,37705,
2008-04-23,33768,
2008-04-24,51881,
2008-04-25,29210,
2008-04-26,57186,
2008-04-27,46913,
2008-04-28,50829,
2008-04-29,37740,
2008-04-30,42229,
2008-05-01,90842,
2008-05-02,58033,
2008-05-03,100054,
2008-05-04,113473,
2008-05-05,147876,
2008-05-06,30634,
2008-05-07,15414,
2008-05-08,18127,
2008-05-09,16490,
2008-05-10,32877,
2008-05-11,63669,
2008-05-12,38330,
2008-05-13,6342,
2008-05-14,10774,
2008-05-15,15503,
2008-05-16,19971,
2008-05-17,29175,
2008-05-18,5662,
2008-05-19,7486,
2008-05-20,15842,
2008-05-21,5004,
2008-05-22,15498,
2008-05-23,20373,
2008-05-24,45216,
2008-05-25,62287,
2008-05-26,13523,
2008-05-27,14897,
2008-05-28,4290,
2008-05-29,19764,
2008-05-30,11006,
2008-05-31,45726,
2008-06-01,72381,
2008-06-02,6178,
2008-06-03,8638,
2008-06-04,9359,
2008-06-05,6896,
2008-06-06,97634,
2008-06-07,54905,
2008-06-08,31596,
2008-06-09,10779,
2008-06-10,12994,
2008-06-11,12973,
2008-06-12,13942,
2008-06-13,16436,
2008-06-14,47898,
2008-06-15,57748,
2008-06-16,12263,
2008-06-17,5582,
2008-06-18,1178,
2008-06-19,11216,
2008-06-20,17417,
2008-06-21,21697,
2008-06-22,36638,
2008-06-23,10869,
2008-06-24,11128,
2008-06-25,11022,
2008-06-26,11170,
2008-06-27,11580,
2008-06-28,17736,
2008-06-29,42033,
2008-06-30,9763,
2008-07-01,10760,
2008-07-02,2414,
2008-07-03,5794,
2008-07-04,8821,
2008-07-05,16676,
2008-07-06,39749,
2008-07-07,5628,
2008-07-08,106764,
2008-07-09,5825,
2008-07-10,5261,
2008-07-11,6140,
2008-07-12,24259,
2008-07-13,31998,
2008-07-14,5331,
2008-07-15,5924,
2008-07-16,2308,
2008-07-17,7026,
2008-07-18,7430,
2008-07-19,2192,
2008-07-20,9070,
2008-07-21,5931,
2008-07-22,9406,
2008-07-23,8944,
2008-07-24,1006,
2008-07-25,4519,
2008-07-26,9790,
2008-07-27,40084,
2008-07-28,20712,
2008-07-29,16245,
2008-07-30,14493,
2008-07-31,20528,
2008-08-01,28307,
2008-08-02,21897,
2008-08-03,47292,
2008-08-04,23746,
2008-08-05,18907,
2008-08-06,16635,
2008-08-07,13384,
2008-08-08,12300,
2008-08-09,22821,
2008-08-10,20160,
2008-08-11,7570,
2008-08-12,7132,
2008-08-13,8936,
2008-08-14,10662,
2008-08-15,32393,
2008-08-16,31047,
2008-08-17,48052,
2008-08-18,3112,
2008-08-19,16325,
2008-08-20,13744,
2008-08-21,17898,
2008-08-22,1124,
2008-08-23,40533,
2008-08-24,67574,
2008-08-25,13142,
2008-08-26,14389,
2008-08-27,13248,
2008-08-28,11856,
2008-08-29,13095,
2008-08-30,48988,
2008-08-31,54833,
2008-09-01,918,
2008-09-02,6995,
2008-09-03,8722,
2008-09-04,11506,
2008-09-05,10034,
2008-09-06,46510,
2008-09-07,54036,
2008-09-08,6576,
2008-09-09,6550,
2008-09-10,8457,
2008-09-11,5273,
2008-09-12,11300,
2008-09-13,39342,
2008-09-14,49386,
2008-09-15,73695,
2008-09-16,31793,
2008-09-17,10108,
2008-09-18,10858,
2008-09-19,11270,
2008-09-20,15498,
2008-09-21,63803,
2008-09-22,8704,
2008-09-23,10835,
2008-09-24,14043,
2008-09-25,6870,
2008-09-26,44952,
2008-09-27,71988,
2008-09-28,59419,
2008-09-29,13440,
2008-09-30,13950,
2008-10-01,22984,
2008-10-02,28036,
2008-10-03,117346,
2008-10-04,77936,
2008-10-05,69732,
2008-10-06,16753,
2008-10-07,27257,
2008-10-08,27020,
2008-10-09,31878,
2008-10-10,36396,
2008-10-11,68372,
2008-10-12,78547,
2008-10-13,33411,
2008-10-14,22476,
2008-10-15,15653,
2008-10-16,42394,
2008-10-17,41479,
2008-10-18,61732,
2008-10-19,81109,
2008-10-20,37343,
2008-10-21,48786,
2008-10-22,15182,
2008-10-23,20080,
2008-10-24,39113,
2008-10-25,41643,
2008-10-26,74730,
2008-10-27,14548,
2008-10-28,23885,
2008-10-29,19272,
2008-10-30,19464,
2008-10-31,8042,
2008-11-01,52542,
2008-11-02,71917,
2008-11-03,14330,
2008-11-04,16456,
2008-11-05,10372,
2008-11-06,8436,
2008-11-07,12148,
2008-11-08,58038,
2008-11-09,51159,
2008-11-10,11542,
2008-11-11,10292,
2008-11-12,9426,
2008-11-13,10682,
2008-11-14,9743,
2008-11-15,14435,
2008-11-16,41137,
2008-11-17,4454,
2008-11-18,2570,
2008-11-19,2067,
2008-11-20,1848,
2008-11-21,3120,
2008-11-22,15629,
2008-11-23,26021,
2008-11-24,4202,
2008-11-25,3514,
2008-11-26,4284,
2008-11-27,628,
2008-11-28,3738,
2008-11-29,7264,
2008-11-30,14050,
2008-12-01,2924,
2008-12-02,4372,
2008-12-03,5360,
2008-12-04,1195,
2008-12-05,1236,
2008-12-06,1718,
2008-12-07,4053,
2008-12-08,2012,
2008-12-09,3454,
2008-12-10,3631,
2008-12-11,3000,
2008-12-12,3748,
2008-12-13,11264,
2008-12-14,10399,
2008-12-15,3178,
2008-12-16,5264,
2008-12-17,2112,
2008-12-18,4309,
2008-12-19,2757,
2008-12-20,4444,
2008-12-21,8796,
2008-12-22,1420,
2008-12-23,2512,
2008-12-24,3442,
2008-12-25,13747,
2008-12-26,4238,
2008-12-27,7415,
2008-12-28,12937,
2008-12-29,4032,
2008-12-30,3386,
2008-12-31,2726,
2009-01-01,,
2009-01-02,,
2009-01-03,,
2009-01-04,,
2009-01-05,,
2009-01-06,,
2009-01-07,,
2009-01-08,,
2009-01-09,,
2009-01-10,,
2009-01-11,,
2009-01-12,,
2009-01-13,,
2009-01-14,,
2009-01-15,,
2009-01-16,,
2009-01-17,,
2009-01-18,,
2009-01-19,,
2009-01-20,,
2009-01-21,,
2009-01-22,,
2009-01-23,,
2009-01-24,,
2009-01-25,,
2009-01-26,,
2009-01-27,,
2009-01-28,,
2009-01-29,,
2009-01-30,,
2009-01-31,,
2009-02-01,41976,
2009-02-02,5154,
2009-02-03,6251,
2009-02-04,6172,
2009-02-05,4004,
2009-02-06,5063,
2009-02-07,13507,
2009-02-08,32994,
2009-02-09,4304,
2009-02-10,3670,
2009-02-11,3770,
2009-02-12,4104,
2009-02-13,412,
2009-02-14,17107,
2009-02-15,9471,
2009-02-16,1952,
2009-02-17,2013,
2009-02-18,3613,
2009-02-19,2698,
2009-02-20,2038,
2009-02-21,10336,
2009-02-22,13835,
2009-02-23,9613,
2009-02-24,6359,
2009-02-25,8644,
2009-02-26,9568,
2009-02-27,10797,
2009-02-28,43962,
2009-03-01,61533,
2009-03-02,7504,
2009-03-03,1582,
2009-03-04,5169,
2009-03-05,2238,
2009-03-06,3018,
2009-03-07,23752,
2009-03-08,57072,
2009-03-09,7009,
2009-03-10,6488,
2009-03-11,6303,
2009-03-12,5384,
2009-03-13,1206,
2009-03-14,13837,
2009-03-15,36125,
2009-03-16,3177,
2009-03-17,8100,
2009-03-18,4973,
2009-03-19,4623,
2009-03-20,12492,
2009-03-21,82062,
2009-03-22,35428,
2009-03-23,8168,
2009-03-24,4144,
2009-03-25,5079,
2009-03-26,3240,
2009-03-27,8704,
2009-03-28,72169,
2009-03-29,83923,
2009-03-30,9283,
2009-03-31,9782,
2009-04-01,10920,
2009-04-02,16220,
2009-04-03,20670,
2009-04-04,68438,
2009-04-05,107439,
2009-04-06,23622,
2009-04-07,27836,
2009-04-08,55231,
2009-04-09,30978,
2009-04-10,38081,
2009-04-11,141801,
2009-04-12,135842,
2009-04-13,35007,
2009-04-14,41195,
2009-04-15,23438,
2009-04-16,32648,
2009-04-17,45017,
2009-04-18,93368,
2009-04-19,109742,
2009-04-20,14968,
2009-04-21,18320,
2009-04-22,36758,
2009-04-23,40891,
2009-04-24,30293,
2009-04-25,18164,
2009-04-26,50575,
2009-04-27,49835,
2009-04-28,46705,
2009-04-29,33392,
2009-04-30,43286,
2009-05-01,94630,
2009-05-02,70687,
2009-05-03,112286,
2009-05-04,100906,
2009-05-05,140523,
2009-05-06,21537,
2009-05-07,25842,
2009-05-08,27796,
2009-05-09,102645,
2009-05-10,67295,
2009-05-11,5640,
2009-05-12,15688,
2009-05-13,29852,
2009-05-14,42501,
2009-05-15,42699,
2009-05-16,4480,
2009-05-17,52926,
2009-05-18,19284,
2009-05-19,37152,
2009-05-20,29535,
2009-05-21,3633,
2009-05-22,45188,
2009-05-23,65127,
2009-05-24,105664,
2009-05-25,26548,
2009-05-26,24609,
2009-05-27,23118,
2009-05-28,23639,
2009-05-29,23805,
2009-05-30,68346,
2009-05-31,95692,
2009-06-01,18766,
2009-06-02,13047,
2009-06-03,11272,
2009-06-04,28072,
2009-06-05,35632,
2009-06-06,115504,
2009-06-07,47620,
2009-06-08,17497,
2009-06-09,6260,
2009-06-10,8060,
2009-06-11,23823,
2009-06-12,27062,
2009-06-13,83948,
2009-06-14,65558,
2009-06-15,15660,
2009-06-16,15163,
2009-06-17,16780,
2009-06-18,18480,
2009-06-19,22155,
2009-06-20,5010,
2009-06-21,55438,
2009-06-22,12371,
2009-06-23,15419,
2009-06-24,12894,
2009-06-25,14836,
2009-06-26,16969,
2009-06-27,46934,
2009-06-28,40504,
2009-06-29,4480,
2009-06-30,7866,
2009-07-01,8423,
2009-07-02,3384,
2009-07-03,9292,
2009-07-04,32723,
2009-07-05,46363,
2009-07-06,8338,
2009-07-07,4452,
2009-07-08,7637,
2009-07-09,306,
2009-07-10,8152,
2009-07-11,41525,
2009-07-12,1204,
2009-07-13,5672,
2009-07-14,541,
2009-07-15,6604,
2009-07-16,9896,
2009-07-17,2762,
2009-07-18,5315,
2009-07-19,38772,
2009-07-20,9712,
2009-07-21,8984,
2009-07-22,10805,
2009-07-23,10473,
2009-07-24,11666,
2009-07-25,40071,
2009-07-26,48570,
2009-07-27,17916,
2009-07-28,17065,
2009-07-29,21475,
2009-07-30,24685,
2009-07-31,24284,
2009-08-01,46468,
2009-08-02,50054,
2009-08-03,38763,
2009-08-04,29762,
2009-08-05,23469,
2009-08-06,23287,
2009-08-07,12043,
2009-08-08,34051,
2009-08-09,35586,
2009-08-10,11183,
2009-08-11,2556,
2009-08-12,1286,
2009-08-13,15828,
2009-08-14,14752,
2009-08-15,48165,
2009-08-16,26629,
2009-08-17,11209,
2009-08-18,10572,
2009-08-19,11099,
2009-08-20,6682,
2009-08-21,13587,
2009-08-22,37334,
2009-08-23,36356,
2009-08-24,9681,
2009-08-25,10498,
2009-08-26,6515,
2009-08-27,3604,
2009-08-28,9509,
2009-08-29,33725,
2009-08-30,22699,
2009-08-31,9040,
2009-09-01,7516,
2009-09-02,8245,
2009-09-03,11462,
2009-09-04,7694,
2009-09-05,33744,
2009-09-06,45443,
2009-09-07,4411,
2009-09-08,7490,
2009-09-09,7645,
2009-09-10,7872,
2009-09-11,7676,
2009-09-12,29527,
2009-09-13,55610,
2009-09-14,7308,
2009-09-15,8085,
2009-09-16,10259,
2009-09-17,7939,
2009-09-18,7828,
2009-09-19,82095,
2009-09-20,56684,
2009-09-21,1670,
2009-09-22,7914,
2009-09-23,8161,
2009-09-24,8222,
2009-09-25,12418,
2009-09-26,53615,
2009-09-27,18480,
2009-09-28,5302,
2009-09-29,6351,
2009-09-30,7036,
2009-10-01,17852,
2009-10-02,44679,
2009-10-03,63051,
2009-10-04,65970,
2009-10-05,51021,
2009-10-06,12278,
2009-10-07,13134,
2009-10-08,10471,
2009-10-09,18921,
2009-10-10,75015,
2009-10-11,86708,
2009-10-12,14330,
2009-10-13,11603,
2009-10-14,10688,
2009-10-15,21704,
2009-10-16,18504,
2009-10-17,34703,
2009-10-18,81719,
2009-10-19,6413,
2009-10-20,14640,
2009-10-21,19562,
2009-10-22,17845,
2009-10-23,28800,
2009-10-24,92615,
2009-10-25,96663,
2009-10-26,22433,
2009-10-27,19864,
2009-10-28,17710,
2009-10-29,17616,
2009-10-30,18898,
2009-10-31,11736,
2009-11-01,32966,
2009-11-02,5105,
2009-11-03,3845,
2009-11-04,5728,
2009-11-05,9612,
2009-11-06,11258,
2009-11-07,43587,
2009-11-08,10541,
2009-11-09,9185,
2009-11-10,5214,
2009-11-11,6151,
2009-11-12,5837,
2009-11-13,1752,
2009-11-14,17223,
2009-11-15,8513,
2009-11-16,2492,
2009-11-17,2625,
2009-11-18,2186,
2009-11-19,2707,
2009-11-20,4298,
2009-11-21,10578,
2009-11-22,14665,
2009-11-23,3682,
2009-11-24,5452,
2009-11-25,2362,
2009-11-26,4860,
2009-11-27,4135,
2009-11-28,18236,
2009-11-29,4312,
2009-11-30,3694,
2009-12-01,4493,
2009-12-02,3982,
2009-12-03,2346,
2009-12-04,3388,
2009-12-05,3526,
2009-12-06,6848,
2009-12-07,3618,
2009-12-08,2664,
2009-12-09,2934,
2009-12-10,1712,
2009-12-11,3127,
2009-12-12,22898,
2009-12-13,14554,
2009-12-14,2589,
2009-12-15,2702,
2009-12-16,1612,
2009-12-17,1562,
2009-12-18,974,
2009-12-19,2537,
2009-12-20,4339,
2009-12-21,1941,
2009-12-22,2589,
2009-12-23,4250,
2009-12-24,4951,
2009-12-25,8922,
2009-12-26,6391,
2009-12-27,3847,
2009-12-28,1890,
2009-12-29,21888,
2009-12-30,1606,
2009-12-31,1313,
2010-01-01,11128,
2010-01-02,9682,
2010-01-03,9622,
2010-01-04,942,
2010-01-05,8422,
2010-01-06,1350,
2010-01-07,1174,
2010-01-08,1742,
2010-01-09,6146,
2010-01-10,9716,
2010-01-11,2204,
2010-01-12,1812,
2010-01-13,1120,
2010-01-14,1322,
2010-01-15,1842,
2010-01-16,9576,
2010-01-17,15255,
2010-01-18,3006,
2010-01-19,5088,
2010-01-20,1737,
2010-01-21,3058,
2010-01-22,2132,
2010-01-23,8080,
2010-01-24,17682,
2010-01-25,3678,
2010-01-26,3641,
2010-01-27,4107,
2010-01-28,3841,
2010-01-29,3786,
2010-01-30,13998,
2010-01-31,17017,
2010-02-01,4514,
2010-02-02,2594,
2010-02-03,2056,
2010-02-04,2106,
2010-02-05,2160,
2010-02-06,10784,
2010-02-07,20922,
2010-02-08,2058,
2010-02-09,1408,
2010-02-10,1286,
2010-02-11,632,
2010-02-12,1846,
2010-02-13,7078,
2010-02-14,10228,
2010-02-15,22800,
2010-02-16,6725,
2010-02-17,3200,
2010-02-18,2457,
2010-02-19,3914,
2010-02-20,26828,
2010-02-21,44460,
2010-02-22,7502,
2010-02-23,13483,
2010-02-24,15973,
2010-02-25,1062,
2010-02-26,9092,
2010-02-27,54655,
2010-02-28,77896,
2010-03-01,4279,
2010-03-02,3636,
2010-03-03,6318,
2010-03-04,1762,
2010-03-05,4588,
2010-03-06,34510,
2010-03-07,50451,
2010-03-08,4814,
2010-03-09,2476,
2010-03-10,1822,
2010-03-11,3481,
2010-03-12,2866,
2010-03-13,43652,
2010-03-14,61878,
2010-03-15,1043,
2010-03-16,3646,
2010-03-17,3186,
2010-03-18,3298,
2010-03-19,3954,
2010-03-20,4005,
2010-03-21,25546,
2010-03-22,2304,
2010-03-23,4293,
2010-03-24,7486,
2010-03-25,3782,
2010-03-26,5418,
2010-03-27,18852,
2010-03-28,63761,
2010-03-29,9552,
2010-03-30,10485,
2010-03-31,1840,
2010-04-01,5112,
2010-04-02,10489,
2010-04-03,52529,
2010-04-04,86898,
2010-04-05,13477,
2010-04-06,11416,
2010-04-07,16948,
2010-04-08,19397,
2010-04-09,30532,
2010-04-10,76330,
2010-04-11,99295,
2010-04-12,22292,
2010-04-13,22853,
2010-04-14,19680,
2010-04-15,27080,
2010-04-16,32352,
2010-04-17,88035,
2010-04-18,112774,
2010-04-19,25584,
2010-04-20,40060,
2010-04-21,31918,
2010-04-22,29331,
2010-04-23,41193,
2010-04-24,118475,
2010-04-25,138308,
2010-04-26,12741,
2010-04-27,28740,
2010-04-28,7766,
2010-04-29,22851,
2010-04-30,47130,
2010-05-01,99978,
2010-05-02,114615,
2010-05-03,17713,
2010-05-04,48115,
2010-05-05,192926,
2010-05-06,13283,
2010-05-07,48940,
2010-05-08,89626,
2010-05-09,76328,
2010-05-10,16246,
2010-05-11,26498,
2010-05-12,39313,
2010-05-13,38086,
2010-05-14,44291,
2010-05-15,65596,
2010-05-16,89320,
2010-05-17,29944,
2010-05-18,7063,
2010-05-19,19342,
2010-05-20,52500,
2010-05-21,137035,
2010-05-22,86588,
2010-05-23,8347,
2010-05-24,7168,
2010-05-25,14725,
2010-05-26,28577,
2010-05-27,27608,
2010-05-28,28342,
2010-05-29,65141,
2010-05-30,77704,
2010-05-31,16657,
2010-06-01,39203,
2010-06-02,110341,
2010-06-03,21429,
2010-06-04,27267,
2010-06-05,66081,
2010-06-06,79831,
2010-06-07,16440,
2010-06-08,20099,
2010-06-09,19497,
2010-06-10,24134,
2010-06-11,32529,
2010-06-12,9609,
2010-06-13,48962,
2010-06-14,7408,
2010-06-15,12816,
2010-06-16,14110,
2010-06-17,24326,
2010-06-18,20744,
2010-06-19,26431,
2010-06-20,45205,
2010-06-21,11274,
2010-06-22,13865,
2010-06-23,12546,
2010-06-24,13196,
2010-06-25,14427,
2010-06-26,22027,
2010-06-27,20400,
2010-06-28,12352,
2010-06-29,13804,
2010-06-30,5158,
2010-07-01,10148,
2010-07-02,1447,
2010-07-03,14701,
2010-07-04,38078,
2010-07-05,7472,
2010-07-06,8104,
2010-07-07,8008,
2010-07-08,7928,
2010-07-09,9273,
2010-07-10,45337,
2010-07-11,26761,
2010-07-12,8994,
2010-07-13,8608,
2010-07-14,7358,
2010-07-15,8961,
2010-07-16,3289,
2010-07-17,2045,
2010-07-18,36989,
2010-07-19,9306,
2010-07-20,9882,
2010-07-21,8460,
2010-07-22,9956,
2010-07-23,6784,
2010-07-24,36002,
2010-07-25,40218,
2010-07-26,13161,
2010-07-27,14045,
2010-07-28,13449,
2010-07-29,15716,
2010-07-30,22407,
2010-07-31,48392,
2010-08-01,42980,
2010-08-02,30186,
2010-08-03,33380,
2010-08-04,20708,
2010-08-05,13926,
2010-08-06,11128,
2010-08-07,15916,
2010-08-08,30485,
2010-08-09,10944,
2010-08-10,7049,
2010-08-11,10028,
2010-08-12,10818,
2010-08-13,8845,
2010-08-14,12472,
2010-08-15,35702,
2010-08-16,11192,
2010-08-17,15022,
2010-08-18,10083,
2010-08-19,10803,
2010-08-20,9110,
2010-08-21,23014,
2010-08-22,22111,
2010-08-23,3527,
2010-08-24,4595,
2010-08-25,2242,
2010-08-26,5344,
2010-08-27,9948,
2010-08-28,14883,
2010-08-29,4048,
2010-08-30,8506,
2010-08-31,6206,
2010-09-01,5210,
2010-09-02,1471,
2010-09-03,4428,
2010-09-04,31782,
2010-09-05,21282,
2010-09-06,4621,
2010-09-07,6861,
2010-09-08,9574,
2010-09-09,3524,
2010-09-10,2629,
2010-09-11,8554,
2010-09-12,27106,
2010-09-13,9238,
2010-09-14,12052,
2010-09-15,10414,
2010-09-16,12680,
2010-09-17,10704,
2010-09-18,48859,
2010-09-19,14897,
2010-09-20,14269,
2010-09-21,4710,
2010-09-22,34205,
2010-09-23,106256,
2010-09-24,77750,
2010-09-25,110881,
2010-09-26,78003,
2010-09-27,9995,
2010-09-28,13763,
2010-09-29,14433,
2010-09-30,20714,
2010-10-01,22262,
2010-10-02,37251,
2010-10-03,42622,
2010-10-04,9739,
2010-10-05,21486,
2010-10-06,20726,
2010-10-07,33494,
2010-10-08,89753,
2010-10-09,107052,
2010-10-10,92520,
2010-10-11,21870,
2010-10-12,21366,
2010-10-13,21004,
2010-10-14,48382,
2010-10-15,44120,
2010-10-16,66868,
2010-10-17,91750,
2010-10-18,17153,
2010-10-19,24830,
2010-10-20,27197,
2010-10-21,29680,
2010-10-22,55328,
2010-10-23,124679,
2010-10-24,98773,
2010-10-25,11789,
2010-10-26,11925,
2010-10-27,14370,
2010-10-28,19146,
2010-10-29,35874,
2010-10-30,62092,
2010-10-31,88319,
2010-11-01,20545,
2010-11-02,11785,
2010-11-03,11652,
2010-11-04,16730,
2010-11-05,16419,
2010-11-06,43779,
2010-11-07,54969,
2010-11-08,3458,
2010-11-09,4560,
2010-11-10,5625,
2010-11-11,9118,
2010-11-12,7259,
2010-11-13,48439,
2010-11-14,33088,
2010-11-15,4111,
2010-11-16,3781,
2010-11-17,5067,
2010-11-18,8092,
2010-11-19,5525,
2010-11-20,22487,
2010-11-21,41158,
2010-11-22,3974,
2010-11-23,5061,
2010-11-24,5186,
2010-11-25,4598,
2010-11-26,3319,
2010-11-27,6251,
2010-11-28,8285,
2010-11-29,2942,
2010-11-30,3310,
2010-12-01,3807,
2010-12-02,3466,
2010-12-03,2292,
2010-12-04,8522,
2010-12-05,15648,
2010-12-06,2937,
2010-12-07,2062,
2010-12-08,1526,
2010-12-09,2422,
2010-12-10,2023,
2010-12-11,5927,
2010-12-12,6208,
2010-12-13,1998,
2010-12-14,2945,
2010-12-15,1154,
2010-12-16,2398,
2010-12-17,2138,
2010-12-18,7171,
2010-12-19,13635,
2010-12-20,4066,
2010-12-21,5180,
2010-12-22,5278,
2010-12-23,4633,
2010-12-24,1360,
2010-12-25,4232,
2010-12-26,3932,
2010-12-27,2592,
2010-12-28,2056,
2010-12-29,2870,
2010-12-30,2272,
2010-12-31,1961,
2011-01-01,,
2011-01-02,,
2011-01-03,,
2011-01-04,,
2011-01-05,,
2011-01-06,,
2011-01-07,,
2011-01-08,,
2011-01-09,,
2011-01-10,,
2011-01-11,,
2011-01-12,,
2011-01-13,,
2011-01-14,,
2011-01-15,,
2011-01-16,,
2011-01-17,,
2011-01-18,,
2011-01-19,,
2011-01-20,,
2011-01-21,,
2011-01-22,,
2011-01-23,,
2011-01-24,,
2011-01-25,18,
2011-01-26,1566,
2011-01-27,4492,
2011-01-28,1462,
2011-01-29,3196,
2011-01-30,2398,
2011-01-31,1582,
2011-02-01,2888,
2011-02-02,7296,
2011-02-03,10278,
2011-02-04,15803,
2011-02-05,21073,
2011-02-06,10653,
2011-02-07,3250,
2011-02-08,3688,
2011-02-09,3046,
2011-02-10,4481,
2011-02-11,2270,
2011-02-12,6292,
2011-02-13,7495,
2011-02-14,2582,
2011-02-15,3446,
2011-02-16,3532,
2011-02-17,4112,
2011-02-18,4572,
2011-02-19,23383,
2011-02-20,38190,
2011-02-21,9797,
2011-02-22,11634,
2011-02-23,11052,
2011-02-24,14448,
2011-02-25,10733,
2011-02-26,33903,
2011-02-27,1254,
2011-02-28,4612,
2011-03-01,13200,
2011-03-02,3140,
2011-03-03,3008,
2011-03-04,3150,
2011-03-05,20463,
2011-03-06,50184,
2011-03-07,3581,
2011-03-08,3387,
2011-03-09,19812,
2011-03-10,4061,
2011-03-11,6019,
2011-03-12,73602,
2011-03-13,86370,
2011-03-14,3820,
2011-03-15,3856,
2011-03-16,2580,
2011-03-17,6657,
2011-03-18,7139,
2011-03-19,37256,
2011-03-20,8645,
2011-03-21,7334,
2011-03-22,4148,
2011-03-23,4387,
2011-03-24,5033,
2011-03-25,4426,
2011-03-26,51563,
2011-03-27,68519,
2011-03-28,3655,
2011-03-29,6556,
2011-03-30,10156,
2011-03-31,12630,
2011-04-01,18168,
2011-04-02,34440,
2011-04-03,92281,
2011-04-04,23043,
2011-04-05,20891,
2011-04-06,15710,
2011-04-07,666,
2011-04-08,12198,
2011-04-09,100254,
2011-04-10,71900,
2011-04-11,18208,
2011-04-12,24822,
2011-04-13,27863,
2011-04-14,28560,
2011-04-15,20158,
2011-04-16,118767,
2011-04-17,135618,
2011-04-18,6344,
2011-04-19,39524,
2011-04-20,48447,
2011-04-21,53429,
2011-04-22,4834,
2011-04-23,114019,
2011-04-24,126350,
2011-04-25,33326,
2011-04-26,7390,
2011-04-27,31682,
2011-04-28,50248,
2011-04-29,54565,
2011-04-30,2454,
2011-05-01,25132,
2011-05-02,36397,
2011-05-03,30893,
2011-05-04,43964,
2011-05-05,230087,
2011-05-06,51695,
2011-05-07,50387,
2011-05-08,86467,
2011-05-09,17355,
2011-05-10,10077,
2011-05-11,6832,
2011-05-12,28297,
2011-05-13,49231,
2011-05-14,109565,
2011-05-15,90744,
2011-05-16,31225,
2011-05-17,39749,
2011-05-18,33311,
2011-05-19,31242,
2011-05-20,10510,
2011-05-21,24389,
2011-05-22,94176,
2011-05-23,18194,
2011-05-24,31482,
2011-05-25,29641,
2011-05-26,17174,
2011-05-27,45656,
2011-05-28,97542,
2011-05-29,89181,
2011-05-30,22460,
2011-05-31,32295,
2011-06-01,7095,
2011-06-02,26770,
2011-06-03,35247,
2011-06-04,72378,
2011-06-05,133454,
2011-06-06,131643,
2011-06-07,22759,
2011-06-08,27124,
2011-06-09,16872,
2011-06-10,34388,
2011-06-11,74869,
2011-06-12,62485,
2011-06-13,18068,
2011-06-14,27315,
2011-06-15,20848,
2011-06-16,21004,
2011-06-17,29087,
2011-06-18,51973,
2011-06-19,55580,
2011-06-20,10980,
2011-06-21,15760,
2011-06-22,6368,
2011-06-23,1120,
2011-06-24,4327,
2011-06-25,7228,
2011-06-26,3245,
2011-06-27,2096,
2011-06-28,14604,
